order_id,customer_id,order_date,expedition_id,gear_type,gear_id,gear_purchase_price,order_quantity,order_amount,order_status
852cd02d-5d97-4789-a7dd-ff4531960889,619e5ad2-38a8-4f66-a4ab-262629758422,2024-03-03,aa2aff53-737b-496b-b527-84d8dce57979,Otto's Adventure Rope,SKU-005,80.0,9,720.0,Pending
ca167d50-680a-48de-8840-2ff7d49704db,1e30439e-5445-41c2-b7c5-5d601dfe9168,2024-03-03,e09eac19-3472-428d-8431-cf522ba05b19,Otto's Safety Helmet,SKU-003,50.0,4,200.0,Pending
25c9ec93-9cfe-49ae-aa33-33a41140908d,69e8b217-26fc-492a-aab6-2b277b122473,2024-03-04,6b235687-332c-4ecb-b805-3d5e536ad85b,Otto's Cozy Tent,SKU-001,150.0,9,1350.0,Canceled
aa20f69c-1171-4937-af3f-4faceb1489d1,a7de477a-4899-4c73-a6a1-fc6c593d2eac,2024-03-01,02a8a1be-6234-49fe-856e-d7121ff8ede6,Goat's Secure Harness,SKU-006,90.0,1,90.0,Pending
a88f61ef-10be-41fb-9310-0e1476a89ca6,1f67994e-9729-4ee5-847f-b269c73af5b4,2024-03-02,4abae920-374a-4f63-9910-4a28aed119a1,Mountain Goat Ice Axe,SKU-002,100.0,8,800.0,Canceled
86c70a2a-81ac-434d-a40d-7e529d98b8b1,2442f7c8-ffce-4c93-90cd-64ab645d8afc,2024-03-03,09554513-991f-40a1-8bb6-bd0e3e70ae36,Goat's Secure Harness,SKU-006,90.0,5,450.0,Canceled
4e9872e6-9da2-486b-b8a5-c7faf7b111ac,4b52e8f9-186e-4359-92f7-cb8c0561b463,2024-03-06,ac00ac02-6ab6-4110-8a82-9491b52767ab,Otto's Adventure Rope,SKU-005,80.0,1,80.0,Canceled
63bbfd64-d5bc-4d8d-b365-2a19e7b6bcb2,ecd55f1e-ecc2-4fd0-868c-a9c83fd4ec15,2024-03-02,ac00ac02-6ab6-4110-8a82-9491b52767ab,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Canceled
6706ee5f-ebb4-4b2c-a857-9efad1c2c439,3aacf704-d7d2-48aa-aae8-4b0209d72eae,2024-03-06,576abdbf-c8c7-4bf5-8534-4a2c561050af,Otto's Safety Helmet,SKU-003,50.0,6,300.0,Completed
f1bff7cb-1be8-496d-bf61-6b5f6c5e61ca,85634ae4-5e29-4959-b3a9-f0fe41448dae,2024-03-04,90eebf0d-5593-49e9-8af0-d4346f6efb07,Goat's Secure Harness,SKU-006,90.0,1,90.0,Canceled
db47ed87-d7ca-4696-b52d-8f6d7264c364,7b8365cc-4fb6-4077-bb5c-7bf4f90b4cc2,2024-03-02,90eebf0d-5593-49e9-8af0-d4346f6efb07,Otto's Climbing Crampons,SKU-007,110.0,1,110.0,Completed
21d5edd8-2e3a-4ef8-969b-69fc6f8ca0ee,61345840-789e-45c5-a9d8-c53585f8153f,2024-03-05,ee5b1b67-c5e9-436a-8c74-709a4be1cea9,Mountain Goat Ice Axe,SKU-002,100.0,9,900.0,Canceled
ecb71974-d9d0-4220-bbde-840e5e47a776,363bbfeb-116a-48a2-ad81-6109d3246972,2024-03-04,ee5b1b67-c5e9-436a-8c74-709a4be1cea9,Otto's Adventure Rope,SKU-005,80.0,4,320.0,Pending
a21cbb9d-e20b-40ca-b404-842d7af5b246,0584ab4c-a556-4589-a2b1-a3c4b3453d64,2024-03-06,ee5b1b67-c5e9-436a-8c74-709a4be1cea9,Otto's Safety Helmet,SKU-003,50.0,9,450.0,Canceled
b09ea7eb-c0b1-48ad-b18b-dc17cec0b0ec,b43c07d6-6561-4e09-8983-279a657b51f3,2024-03-07,ee5b1b67-c5e9-436a-8c74-709a4be1cea9,Otto's Climbing Crampons,SKU-007,110.0,4,440.0,Canceled
643092f6-f872-40c4-b150-197798b2d331,b3650231-d593-4198-bf1e-bc5643fe242c,2024-03-04,522e4174-fdc4-4c93-b2f9-7a5ebe4bda52,Goat's Secure Harness,SKU-006,90.0,1,90.0,Canceled
5c9b15c3-af67-4979-9ff9-4f4c92d19905,93768888-5ce2-4fa0-83d4-1f19746de362,2024-03-04,2c217209-0d08-447b-9970-7bfc21bdcd35,Goat's Secure Harness,SKU-006,90.0,7,630.0,Canceled
30a32bbf-46f7-41f5-a021-695031805b39,18d22e5e-a2ea-4ee3-8658-b8145592feed,2024-03-07,500a8b7d-56e0-4e7b-994a-bc45c33a6336,Otto's Cozy Tent,SKU-001,150.0,9,1350.0,Canceled
31b237c0-8855-4009-a825-5fe8b1af6f98,029d3c59-599b-4a91-80aa-c809675cda98,2024-03-07,ae4e6679-ea08-424d-b3d0-e9cceb8d3e91,Goat's Warm Sleeping Bag,SKU-004,120.0,7,840.0,Completed
