order_id,customer_id,order_date,expedition_id,gear_type,gear_id,gear_purchase_price,order_quantity,order_amount,order_status
1291f1c5-8feb-4a6f-b9e6-7486a7f23cf3,25e751d8-e464-4d16-8862-041f6e5a56e6,2023-11-02,20519cab-798b-4b1b-93bf-77941d80a11f,Goat's Secure Harness,SKU-006,90.0,3,270.0,Completed
6a6bcfbd-7db5-45de-a14d-ce146f714c3f,a11f5b09-b08d-4623-af7b-ef251688c4d8,2023-11-02,47f379b2-b269-42cf-99d9-097b5c69cc16,Mountain Goat Ice Axe,SKU-002,100.0,7,700.0,Pending
78ea0db5-8c18-4caf-b3d2-90c2dacd870a,90018b73-2b28-472f-b17d-1a888ffbcdee,2023-11-02,7ad6ff09-8f52-4865-80ff-0b6fdac573ee,Otto's Cozy Tent,SKU-001,150.0,6,900.0,Completed
28da4b69-9d4a-47f6-82df-2f71ffd46a8b,56cb5b35-f019-4e16-bf89-f4b92bd4cfe8,2023-11-03,1baf5727-94c1-4711-ac1d-6a4bc7dbbc5e,Goat's Secure Harness,SKU-006,90.0,4,360.0,Pending
05fa0a71-519c-4214-b2c9-f4c4f9f6b25a,efbed4b8-a8e5-4f8b-8838-ba22477bdee0,2023-11-03,5f29c2f0-76a5-468c-b615-0ac89bcc043a,Otto's Cozy Tent,SKU-001,150.0,3,450.0,Completed
eef6a033-034b-460b-b738-ad9e7845ca72,b66ef9d8-68c8-489f-8b63-a77cd878a4a4,2023-11-02,d3da4913-6b7b-4e6a-944b-2aab575291c7,Otto's Safety Helmet,SKU-003,50.0,10,500.0,Pending
ad11e4f3-9c43-4b0b-b0b1-ae17acf420a2,b1868196-f588-474b-a2c4-7a2d227f4cbf,2023-11-01,e7d1d799-fadd-447d-a233-cc37a3d059ae,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Pending
0de97786-755e-48de-9ecb-0678b0a7f2f6,e608129b-8730-4f48-88dd-b608d7bc7aaf,2023-11-03,110156d0-8706-47dd-9409-023d13cda58a,Goat's Warm Sleeping Bag,SKU-004,120.0,5,600.0,Completed
70e6a8b0-2d62-4407-8487-64ce14d76c45,56bd89dc-02f4-440b-91e0-6b36beb450ff,2023-11-01,2eebaa5e-7ff5-499c-81d2-4233349f6390,Otto's Climbing Crampons,SKU-007,110.0,4,440.0,Completed
2b591db2-ae81-47a0-a138-059854bcf436,3f9b1feb-ff87-4693-80d0-c44c91fc8afa,2023-11-02,1f59d1ba-185c-4737-898f-f88c212afaf5,Otto's Safety Helmet,SKU-003,50.0,3,150.0,Completed
