order_id,customer_id,order_date,expedition_id,gear_type,gear_id,gear_purchase_price,order_quantity,order_amount,order_status
4382f1f0-e27d-47be-9604-ab08ad816d50,c926a7d1-7635-4758-b063-a8713966251c,2024-07-12,,Otto's Cozy Tent,SKU-001,150.0,4,600.0,Pending
964cd717-ea2f-4ce5-99f0-6f5e3e939795,87225337-a1f7-4e44-b703-a42be40845b7,2024-07-28,,Otto's Adventure Rope,SKU-005,80.0,5,400.0,Pending
1c8b5448-c9ec-4a31-b827-d9f65c06c432,90fe5b7b-a212-4aa0-a7ba-64502619b12d,2024-07-02,,Otto's Climbing Crampons,SKU-007,110.0,9,990.0,Completed
0d9afcc8-86de-4d95-a96b-8cea1620f9e6,66095729-cbf8-4058-8586-31e403956aa6,2024-07-09,,Otto's Climbing Crampons,SKU-007,110.0,7,770.0,Pending
43c8cc42-fee6-4552-b5d5-4318e2f30db0,1a073b32-e4fa-40fe-8644-af2a32448b5f,2024-07-10,,Otto's Safety Helmet,SKU-003,50.0,9,450.0,Completed
0b55f4ad-fa1b-43cf-b869-0e656515cd24,aeb6ffa2-b776-40be-82fc-ed43cc187ffe,2024-07-31,,Otto's Safety Helmet,SKU-003,50.0,8,400.0,Canceled
5e10980c-8093-45e1-82f6-31599ae3adff,bf54edda-9040-4294-a7b2-3c07e2d2879f,2024-07-10,,Goat's Secure Harness,SKU-006,90.0,3,270.0,Canceled
151655f4-af9e-47fa-a905-da6f6fcd5097,f8e7890c-e14c-42d1-8008-fc82390e011a,2024-07-29,,Otto's Safety Helmet,SKU-003,50.0,4,200.0,Completed
15ece90e-4faf-4f59-86ee-060ebb7bc771,15492e20-1c96-4a22-8bdf-6932d324f335,2024-07-24,,Goat's Warm Sleeping Bag,SKU-004,120.0,7,840.0,Pending
23cb099e-8025-4b7b-868b-eec7a3787738,825d07f6-0a24-496f-b1d5-c7d787c6191f,2024-07-02,,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Canceled
da32b1c1-8e40-4760-a94d-12f5b22787d6,5aa3d1d3-6233-4d41-8cda-998f155debb3,2024-07-27,,Otto's Safety Helmet,SKU-003,50.0,8,400.0,Completed
c0e552fa-fc54-4520-87c7-ff9d1a7ccf74,c055829d-9618-477b-a83e-2f2273230373,2024-07-29,,Otto's Cozy Tent,SKU-001,150.0,3,450.0,Pending
78cbc1dc-c7b4-4f58-85d9-8ed01b33e816,a6cbee65-174c-401e-ac6f-fc512b9039d6,2024-07-22,,Otto's Climbing Crampons,SKU-007,110.0,9,990.0,Pending
09992080-21c0-40ca-b5b7-8fe29dcf7cf1,f660b50b-b4a7-41a8-81dc-10f60518eb54,2024-07-01,,Otto's Cozy Tent,SKU-001,150.0,3,450.0,Completed
fe75a3cd-4935-41f1-ab78-52651d7bdca1,66a33e2f-d7d6-4109-a7e7-759a4ff87933,2024-07-16,,Mountain Goat Ice Axe,SKU-002,100.0,8,800.0,Pending
6e3c3886-d79a-4f28-be59-0e9dcf242a28,a30a91b1-ec71-47c5-81da-5ff47eeadea9,2024-07-21,,Otto's Safety Helmet,SKU-003,50.0,5,250.0,Completed
87ea9b1e-4a72-4c00-a9a8-b805e15f616a,b680224f-7e99-43e9-b9a8-194b6bd86d23,2024-07-23,,Otto's Adventure Rope,SKU-005,80.0,9,720.0,Canceled
ba971ef6-8438-4184-8748-785d481b0bac,1a9d2a35-a747-4f53-b768-10bd45f8e1b7,2024-07-25,,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Canceled
d892212c-1ad9-473d-8d06-e65094ffd60d,2b65df73-a660-457a-8a51-40a6949d1ab2,2024-07-25,,Goat's Secure Harness,SKU-006,90.0,4,360.0,Completed
ec71cee9-1c2c-4723-b79d-081509316dba,89c46142-01ba-4a45-b951-09782191c801,2024-07-08,,Goat's Warm Sleeping Bag,SKU-004,120.0,9,1080.0,Completed
32f02bac-da38-43bd-a1e8-df8ccec9f841,580a2a0f-739b-487a-bffc-56e9b909dfd1,2024-07-15,,Mountain Goat Ice Axe,SKU-002,100.0,3,300.0,Canceled
e639aab9-db44-4479-a788-9bcdb06fe4f4,b3a61910-8b11-4301-accf-e3084771c296,2024-07-22,,Goat's Warm Sleeping Bag,SKU-004,120.0,2,240.0,Completed
581cc10f-a602-4aba-a9dd-88bc09bf5f42,454bba7f-86ea-46c8-b43f-c2073eee6590,2024-07-06,,Otto's Climbing Crampons,SKU-007,110.0,2,220.0,Pending
