session_id,visit_timestamp,customer_id,page_visited,session_duration,device_type,traffic_source,conversion
5fbb8895-7fef-4b6e-a333-c374b359d049,2024-04-01 19:58:09,3aaa3065-8ace-4718-a22b-34aa0b38d9f1,/blog,15.98,Mobile,Social,False
1a22702a-72a2-41ef-b17b-a19794f6e504,2024-04-01 07:55:32,e5b406c2-0248-4833-889b-5a7927e0d896,/blog/expedition-stories,16.23,Desktop,Paid,True
9aee5e7d-f035-466a-840f-54246ae35295,2024-04-01 16:46:59,9aa6d717-4dbb-4de8-bb57-a06defaf5255,/expeditions/rock-climbing,56.51,Tablet,Paid,False
b3a36675-eee0-474b-9ddb-824966bc9b45,2024-04-01 12:37:06,9905df64-9da4-4b78-85c5-105641d1e0f2,/blog/expedition-stories,36.62,Desktop,Paid,False
1fc9524d-3ae2-4971-8445-5b74d78bf443,2024-04-01 03:28:22,e0c1e267-3998-40c4-87e1-071d49e328b6,/contact,39.1,Tablet,Direct,True
941eacc5-6344-4e2c-9644-aa621d07b826,2024-04-01 08:21:08,b76045a9-c3b4-4623-b354-2e8d183eaf50,/blog/expedition-stories,53.58,Desktop,Organic,False
e5bf8e08-9766-4667-b24e-d78a5f36d1dc,2024-04-01 16:40:50,8b9d385b-4d9c-4f0b-9fb6-70ca5c127fd4,/expeditions/rock-climbing,23.18,Tablet,Paid,False
5b9b1a3d-29c7-4707-bf75-2b4f0d8f6f0c,2024-04-01 17:49:04,eb1b439d-83f4-48f5-aab6-cca81ff02a96,/blog/mountaineering-tips,9.68,Tablet,Social,False
1696dc7b-953d-4fd6-9bb1-2f0efef505fd,2024-04-01 01:48:29,d4271ff1-9b90-43ba-89a6-419d14a8cded,/about-us,10.93,Mobile,Organic,False
e0e52d2e-68fa-410f-9f6a-108e43a08f6b,2024-04-01 10:40:05,5308e01a-9a9a-43ce-beda-55721d0b22b2,/about-us,49.37,Tablet,Social,False
a92d383a-971c-4728-b809-422ea1bacebf,2024-04-01 04:26:38,ef2cf578-6e44-464c-b530-220fefeab155,/blog/expedition-stories,26.31,Mobile,Social,True
d4ee1c0c-99d8-429b-b711-0b2e9401741e,2024-04-01 18:18:44,3a7a53f9-5da2-478c-812c-fa2614e8ddda,/faq,20.16,Desktop,Direct,False
26bcab4f-c2e2-48ed-88b2-d5ec6318fa9e,2024-04-01 20:37:59,a502f61f-9127-4f69-8b01-7bcf327464ce,/expeditions/rock-climbing,13.07,Desktop,Organic,True
5a4728d4-9cee-49e3-bdc9-ed5cade178d4,2024-04-01 13:56:04,db1d7604-1b88-4b2f-b70e-4e3bbaa92d00,/gear,36.57,Desktop,Social,True
63e1cacc-cfbe-44dc-b23b-c7d3e9ee3c6a,2024-04-01 10:28:07,a7dd8d37-e677-442f-8769-733bade1702f,/faq,2.7,Desktop,Paid,False
a4c4001b-1791-4f2d-902b-0a1bdc3e01cc,2024-04-01 03:55:17,a5b35ea0-5d63-4a73-a1cd-578ba09c5c77,/expeditions/rock-climbing,23.12,Tablet,Paid,True
c29ae8d8-5234-4980-9f90-d204b9081e32,2024-04-01 18:12:33,f7f37223-81f9-472f-b6b8-e7a61c38f556,/expeditions/routes,7.17,Mobile,Social,True
4d51a8cd-5cae-4890-ae93-6739a96fb28a,2024-04-01 12:52:56,e088d48d-255f-40e1-9ca2-f7ec8960c15e,/faq,17.53,Mobile,Social,False
f266b9f2-4623-4890-8bfd-119d8b147df3,2024-04-01 02:03:26,7902f2ee-65c8-45f5-bb83-210e1619fb73,/blog/expedition-stories,34.76,Tablet,Paid,False
e3fb78f8-f883-4064-828a-0983707db666,2024-04-01 07:57:16,edbe34a0-9422-4beb-b1ae-7f25d842fce5,/home,17.64,Mobile,Direct,True
2afe22d3-f5d0-451a-b5e4-f68265eab4e8,2024-04-01 19:17:10,53d5bf9d-56ca-4dd4-9a92-8e9a173de8d0,/expeditions,43.27,Tablet,Paid,False
356a1a1b-7f86-4bf1-8dd3-8eeeb2d1e443,2024-04-01 02:58:23,be44e8bf-d8da-4b2f-a141-4ab72ad074bf,/gear/rentals,5.39,Mobile,Social,True
6715f659-2a51-4e56-85f0-cbb34cf1305d,2024-04-01 03:58:02,558f9ce6-ddab-43c6-8022-1cf85716888e,/gear/rentals,32.62,Mobile,Paid,True
79d21f3e-6128-43ca-ac9f-0308a8f7eea4,2024-04-01 06:02:53,99364b00-024f-4349-bdbd-ba8ab78852e7,/home,13.94,Mobile,Organic,False
2b82877d-1d11-427e-9e20-2370688761a5,2024-04-01 09:30:46,1007f73e-fa36-44ce-8d10-cd6b46b4596d,/contact,11.58,Mobile,Direct,True
dd64edb7-c046-4576-8cb9-06828e738955,2024-04-01 00:49:20,d9b2103b-2e4e-41f4-819e-6d79c3dad5fb,/gear/rentals,23.43,Desktop,Organic,False
8bbebbad-1487-47af-9ec6-52e5a55a86d6,2024-04-01 14:20:49,e6bea5eb-a730-4dd2-8a0d-8e4ef2fbcf3f,/home,17.48,Desktop,Social,False
49c82af9-4ff9-4073-95e5-2e61fd22c80b,2024-04-01 07:51:43,fe2290d9-1fca-430a-85f4-10c76474b8e6,/expeditions/rock-climbing,52.74,Mobile,Organic,True
bac9adb9-8bae-4bc3-a008-4cc969b64222,2024-04-01 10:31:06,ee6e96bc-c970-4117-9128-e36b15dd0e51,/about-us,3.03,Tablet,Organic,True
b3b39a4b-5c42-4b2d-98ef-c30b187980e0,2024-04-01 13:39:17,ab8caff4-a076-4767-a4ac-37d97e3b7766,/blog/expedition-stories,51.9,Tablet,Organic,True
6bb8cd2a-c492-440d-8618-207d07150291,2024-04-01 11:02:10,f3453990-92fb-4012-91e2-b6e4078d4d9c,/signup,23.28,Desktop,Paid,True
61197cef-47fc-41b6-8ac3-9de421618459,2024-04-01 20:48:48,9e9ceef2-c947-4f24-b3f3-20cc0f14e46c,/expeditions,19.1,Tablet,Organic,True
7c349e83-768a-4dcc-9aeb-5a793660983a,2024-04-01 04:05:29,d645f8fd-36c0-452a-b275-e573289fdfa7,/home,56.36,Mobile,Social,True
64a005bc-360f-45c0-a5d2-9c77f449b469,2024-04-01 09:52:41,325fe12e-d21f-409a-980b-9e417588a714,/home,54.2,Mobile,Social,True
6f0db661-28c9-4e20-abaa-8cc49fb5fc4d,2024-04-01 18:54:53,ba1afe69-d3c6-4c02-8062-ab4fda8b046e,/contact,50.57,Mobile,Paid,False
90a301f3-f30b-43ee-a912-c14c07706d26,2024-04-01 06:23:29,f5667fc2-c21f-4b58-a1bb-907088749130,/contact,7.2,Desktop,Organic,False
8b7c7a88-6ecc-48f5-8607-6b4ad0cfe1a3,2024-04-01 21:22:04,8cea0452-fa22-4be0-ba3c-105f2e4db941,/contact,46.92,Mobile,Paid,False
d9d92f49-916c-45df-ae68-d87625c6e5f5,2024-04-01 07:51:23,4f0b85e7-529f-4e4d-a947-0a241b120a26,/gear/rentals,40.06,Mobile,Organic,False
5e9a7cae-f9ff-4a0f-8a03-cc4f6c329a40,2024-04-01 01:33:22,a6b13798-2712-4bef-9a0f-78d1ba3b61b0,/contact,47.11,Mobile,Paid,False
11c72251-d676-4143-8844-6f3f958abd46,2024-04-01 01:47:26,4f504722-af64-4473-b45a-25bcc642bbe3,/gear,20.16,Mobile,Paid,True
450353e2-e418-4303-aadd-82a3689bf3a7,2024-04-01 20:46:24,b0eaeaf6-383e-42b1-bcaf-f31c4e8633c3,/gear/rentals,38.23,Tablet,Social,False
70b19c45-1bc7-44d2-a19e-92f59ddc110e,2024-04-01 12:56:53,cd52a65a-b119-4144-ae9e-09b79d7f2bfe,/expeditions,7.36,Mobile,Social,True
fbe1ffaf-8f05-46e8-bc8c-4ac5de012bd2,2024-04-01 01:31:30,0e5ae34b-f8c4-4f8f-9f65-1f19c1fdaaa6,/expeditions/rock-climbing,31.16,Tablet,Social,True
344f285f-b3fe-4d59-9252-68d6ebde9086,2024-04-01 08:45:21,cb8377ef-08b8-4ebb-ab10-c5b22b846ad5,/home,45.8,Mobile,Social,False
c5ea9048-cabb-4389-9882-499a259f7155,2024-04-01 09:36:27,9ee11c21-fd5e-4323-8061-3a6d9f115179,/home,31.86,Tablet,Organic,False
9e05d82f-3253-4ed2-818b-46e43efc2b85,2024-04-01 03:53:33,2d726a39-22fc-4602-a692-7d1d41d28769,/expeditions/routes,13.67,Desktop,Social,True
ba73a0a2-5e97-430d-8e44-e4e250ca6082,2024-04-01 07:31:03,c9e0a247-30a0-4918-b37f-7ac4da219e47,/faq,42.85,Mobile,Paid,False
9d8ea61c-5975-4a11-998c-3ae972f57950,2024-04-01 01:10:15,488315ed-3e73-4164-a40b-7af6ebe020c4,/expeditions/routes,54.92,Desktop,Paid,True
616f460d-cd4f-4f1e-90d4-3cbd1bc86467,2024-04-01 20:32:52,1b3f86e2-96a7-4364-a7a6-ebf698a65575,/expeditions/mountaineering,41.91,Desktop,Social,False
ec0ae6d3-8337-499a-bf85-b78ac3e530cd,2024-04-01 16:17:08,b81bca6e-f4e9-49fe-9161-df1fccb58044,/about-us,6.11,Tablet,Paid,True
3ced77aa-2665-4d3b-9cc1-5f57c3532da5,2024-04-01 06:38:33,ef36d4c3-9d44-451c-8719-bc1323e85bd8,/gear,59.81,Desktop,Social,False
fca4d178-75ca-4a76-ba10-ae38b02db69c,2024-04-01 16:38:23,dfb4e17c-db29-40f1-9610-bb08553827cb,/gear,10.34,Mobile,Direct,False
5083392e-dc6b-4105-bbc9-b8738f88a944,2024-04-01 12:46:55,fd6e4302-a325-4acb-86d5-1899e419e13a,/gear/purchase,25.47,Mobile,Paid,True
bdba8239-d9a1-4aca-b639-9c8e213f4ac1,2024-04-01 04:20:02,db9cc60c-7594-4283-87fc-9502c6eea1a9,/contact,45.92,Tablet,Direct,True
d1f8fef8-0dd6-41a2-a6c0-8b0f0b4dfb19,2024-04-01 16:00:30,4c129bd3-7a2b-43f0-be30-f2a4f50f0b04,/contact,17.9,Desktop,Social,True
4eb78124-9961-4ca9-9bba-da6ec5bc966d,2024-04-01 08:44:28,0ee5ddbe-19f5-4542-bc1c-333d278e44ff,/expeditions/routes,57.98,Mobile,Direct,True
3da16776-5610-4aa2-94b3-ab9fbf5aad77,2024-04-01 21:54:25,7e17c64d-f848-4a29-8f25-85d63dc8123c,/expeditions/routes,4.87,Mobile,Direct,True
8d3335d9-2dbf-49f8-abe8-4316119499a7,2024-04-01 10:17:21,f7cd5e23-4f22-480d-9444-7cc01947adec,/home,6.74,Mobile,Paid,True
495a7039-7772-4c1c-821f-49354a5bb1eb,2024-04-01 20:06:41,c2b5b5ce-92d1-4b5d-baeb-8099658f93fc,/gear/rentals,15.8,Tablet,Organic,True
d6b128c2-5171-40df-b1a5-be632d69c801,2024-04-01 00:08:04,635d3c07-1cbc-4d7b-b945-74950f4f9689,/gear/rentals,56.8,Desktop,Paid,False
4f2d4685-1d4f-4ee8-9c2e-d3fe8f77569b,2024-04-01 21:49:31,48ec0e80-aba4-4ae3-abc0-13b520c3b660,/gear,2.2,Tablet,Direct,False
16285596-e508-46c7-844f-34e3d474f4ef,2024-04-01 23:04:53,199179d1-6e90-4e97-b8cb-77c1af97fcf7,/gear/rentals,35.84,Desktop,Direct,True
2b66e3ca-761a-438f-9d97-d1aa3eb5b117,2024-04-01 18:37:59,0463a2af-8d22-43e8-87de-af6466cbd4de,/blog/mountaineering-tips,7.99,Desktop,Paid,True
c7346acd-79cb-41d2-b01e-e57b3aad808c,2024-04-01 05:44:12,e49b9142-f5a3-4b3a-ba9a-600921e133d7,/expeditions/rock-climbing,49.3,Mobile,Organic,False
8ada72ad-1811-4e06-8bb2-ff940a17d1ae,2024-04-01 16:35:57,64c01956-8aec-4e05-8a91-bf5fe147dae3,/blog/mountaineering-tips,6.79,Tablet,Paid,False
f32e3e14-4da6-44d2-a2b3-e4ba4135872d,2024-04-01 23:38:54,9d301352-308d-48f2-9402-9a844045051e,/expeditions,52.0,Mobile,Direct,True
f84d172c-8f6b-4efd-be33-3e2302d39b82,2024-04-01 22:36:04,27f9fe3a-64c4-4acc-9110-bb171da989a6,/expeditions/mountaineering,47.62,Tablet,Organic,False
b2d5f3b4-4fc9-4097-b726-64de92b98e30,2024-04-01 21:48:03,34e2afb7-7ded-4a1b-ba1d-b760e38f30f9,/expeditions/mountaineering,7.7,Desktop,Social,True
db06fc45-de74-4281-afce-5ed7d212dcaf,2024-04-01 22:51:16,7b7f457d-95d6-4185-a9cc-a01270764fb2,/gear/rentals,27.77,Tablet,Organic,False
89af6bf9-8e6c-4dd5-a0aa-c185e932ec8c,2024-04-01 04:39:55,8fa4bc8e-cdde-4d8e-862e-4f688817ca80,/expeditions,35.08,Desktop,Social,False
6419ff31-f533-4837-8d3e-985411927a57,2024-04-01 21:00:37,0dc6505d-eb43-4b94-9ae1-43937f34af4f,/expeditions,1.04,Tablet,Paid,True
f04cd3f6-41db-4929-8028-12f4d721c9ac,2024-04-01 10:21:18,5a4f05ab-f534-45df-b5ac-e2358fcd0310,/expeditions,14.83,Desktop,Direct,False
596e5fa3-999b-40ed-8863-0cd32dd68c81,2024-04-01 21:47:10,8c794cc6-c6e6-4576-a6de-9d8421b381eb,/expeditions/mountaineering,52.55,Mobile,Organic,False
dea85d7e-6b61-4fae-9ee1-def244dd1529,2024-04-01 06:21:34,82f69efb-3851-496f-96f5-d3f247de74d7,/signup,39.72,Mobile,Organic,False
ff599759-f340-4b98-a1bc-a9d6d461afec,2024-04-01 20:25:46,d4c0923a-c79a-43e3-85eb-ee93e85ea6a1,/signup,2.53,Mobile,Paid,True
a8783948-d118-46e3-bb09-648e818decc0,2024-04-01 18:45:59,a66fec0a-c1b5-4181-8169-b84c93c8ce3f,/contact,57.2,Desktop,Organic,False
f667fcfe-1b55-434a-aaa8-d118a6d0a4ed,2024-04-01 07:47:48,859fce5e-5d80-4a4b-9a71-eeeec5d110e8,/gear,38.76,Tablet,Social,True
66018dde-24ae-479d-8fdc-9697fb17a9f3,2024-04-01 11:19:10,46a8ccde-1f92-4117-bbca-5bc0ae0d8fca,/signup,13.94,Tablet,Organic,False
bc653489-5f78-425c-b0d3-0f76e5ce820a,2024-04-01 18:05:50,05c74590-8bb1-44cc-bd93-bf51dbdbe6dc,/gear/purchase,3.48,Tablet,Paid,False
2f30a564-0b7c-47ca-9aae-41bfedb3f6bd,2024-04-01 00:15:34,0179a67c-ed2f-4f4c-b492-529df831ca9a,/home,43.4,Mobile,Social,False
08c4dcb5-c717-47f6-a30f-b0af2b3176d5,2024-04-01 10:48:56,7bbe429c-7ed8-4b44-b592-044e646e2b91,/blog/expedition-stories,29.39,Mobile,Social,True
bddd6afb-3750-443a-aaed-9c5702e76b29,2024-04-01 01:38:43,2517c768-e11a-4f03-88be-dfe1af6b79be,/blog/mountaineering-tips,30.07,Mobile,Paid,False
cfb8b51e-e4e7-44c8-a12c-f3d34cca0760,2024-04-01 04:33:23,ab75aa4b-516a-4cd4-b5db-2859052ceba2,/expeditions/mountaineering,10.47,Desktop,Organic,False
68ef1ec1-f013-429f-a1f8-121fe3ff9d22,2024-04-01 08:05:02,15b687de-ea95-447f-ad9d-ebdf0ae805d1,/signup,37.99,Desktop,Organic,False
c4180547-0edd-4999-815a-800ee74fea3f,2024-04-01 01:17:35,579a05c4-05bd-4425-a1d1-a653b43c57f7,/expeditions,56.76,Desktop,Paid,True
bfeb4cf5-99e1-4a41-9479-6de1b2ac3dc8,2024-04-01 07:59:08,79e17019-ea85-473f-a2ac-166dd0177ea8,/gear/purchase,11.22,Desktop,Organic,False
86edca86-9878-4d82-98b5-ff03e0d7e471,2024-04-01 18:48:35,7619526c-df99-454a-bf44-5bbd8f04e05f,/expeditions/rock-climbing,36.7,Tablet,Social,False
cacd3a53-3b91-4085-9f23-78d1133fc6ad,2024-04-01 21:27:10,b45f5cff-9039-42cd-b1ff-0e9c47574ca6,/expeditions/rock-climbing,12.24,Desktop,Organic,True
7cea3fc0-04af-45ed-8553-ae5a0892aa16,2024-04-01 09:14:33,753c9c7d-ec81-4ec2-b67b-2b57e7cb1cd5,/expeditions/mountaineering,49.72,Tablet,Social,True
b23d57ad-df9f-47c5-92ea-a83841a03574,2024-04-01 12:20:51,07b88f83-2ac0-4736-858c-36e0287e53d5,/about-us,16.48,Desktop,Social,False
5a443cde-bb94-4943-b31c-aba56badf6a6,2024-04-01 09:32:32,3cb49f6a-4f7c-42a9-aa79-e66aaa589c4d,/gear/rentals,5.36,Desktop,Direct,False
cf2971ed-75a7-43fa-9519-1868c9cfc022,2024-04-02 22:18:33,7610484c-8c12-4aa9-a0ec-13af56fc6cc0,/gear/purchase,27.63,Mobile,Organic,True
69bf3415-860f-42cc-8653-f8e74c63131e,2024-04-02 05:05:46,3f2dfca2-1416-4fd1-bde0-e6bf3cb74b1c,/about-us,10.69,Mobile,Direct,True
89588618-9459-4796-a650-4b15438cfe78,2024-04-02 20:54:39,aedb48bc-2680-451f-8f6e-372fc84b4b7f,/blog,43.46,Tablet,Organic,True
fd27b07b-ea26-43d0-b7e0-34676038e692,2024-04-02 05:29:31,feab6788-fc17-4ba7-9515-6f2c2ff95c5e,/expeditions,57.09,Mobile,Paid,False
4348c692-aa96-4f3d-8397-ba7640c5766f,2024-04-02 12:45:22,279eaa67-575f-4c64-87b3-c0436c875b71,/gear/purchase,58.61,Mobile,Direct,False
742c9d60-f859-450b-bbf4-c1b7ade6770e,2024-04-02 19:07:14,832e3b25-6314-4cbc-82f1-4d8609457ca5,/blog,55.23,Tablet,Paid,False
eb83ca84-c0d6-4aa0-bd7d-3c197b14c7f9,2024-04-02 22:04:42,fe6b688a-5cac-492c-ab6f-e9c039a46890,/expeditions/mountaineering,6.36,Desktop,Social,False
