order_id,customer_id,order_date,expedition_id,gear_type,gear_id,gear_purchase_price,order_quantity,order_amount,order_status
09fe9dd0-86cf-44ed-81b0-be9715274696,c9abb063-085b-4a8c-8628-ac03ae7da4ff,2023-05-06,ec6c516f-7ba9-49f7-9871-2a377de947a9,Otto's Safety Helmet,SKU-003,50.0,7,350.0,Completed
1371ebad-942c-4519-b1f2-ce3e5c52763f,012c77f8-2939-44d8-bcd4-f20a28ef0915,2023-05-30,88ad2655-94cd-4b37-9626-3ae6ec6fd6d0,Goat's Secure Harness,SKU-006,90.0,6,540.0,Pending
33c62a88-1065-4889-9f7b-7518dd989532,bf54edda-9040-4294-a7b2-3c07e2d2879f,2023-05-23,88ad2655-94cd-4b37-9626-3ae6ec6fd6d0,Goat's Warm Sleeping Bag,SKU-004,120.0,8,960.0,Completed
169df4a2-978d-45f2-ab7f-3ab9623d8cc0,e5941e73-e240-4973-8240-409b32035cd7,2023-05-31,88ad2655-94cd-4b37-9626-3ae6ec6fd6d0,Otto's Adventure Rope,SKU-005,80.0,2,160.0,Completed
18710452-a360-44d8-a4a2-86934aa7ce40,b033a7b3-7088-4a58-aa60-733583f30dff,2023-05-05,3a795fdc-7c36-4f0c-97df-845326fc96a4,Otto's Climbing Crampons,SKU-007,110.0,4,440.0,Completed
6ccc0d77-c4a3-46d8-afed-9c52a634991d,29d059b8-4d24-46e0-a049-3af7733dca83,2023-05-03,3a795fdc-7c36-4f0c-97df-845326fc96a4,Mountain Goat Ice Axe,SKU-002,100.0,2,200.0,Pending
f4b7ab41-ab46-4bd8-bdaf-e2be82032ecd,6dd9112b-8735-4136-9272-79b4cf7bec18,2023-05-26,fdd8b090-7742-4c4c-b523-e6bc2edf1517,Goat's Warm Sleeping Bag,SKU-004,120.0,5,600.0,Completed
b6e35424-b548-4704-9f99-b5ad8733453f,eaf45faf-030a-4406-9a9d-0bd78fe8ce4a,2023-05-13,fdd8b090-7742-4c4c-b523-e6bc2edf1517,Otto's Cozy Tent,SKU-001,150.0,1,150.0,Canceled
8321d64c-ca61-4066-ac1a-1e1979732e6b,cf307254-9098-4f2a-b97e-d37fcfd6a862,2023-05-27,fdd8b090-7742-4c4c-b523-e6bc2edf1517,Otto's Cozy Tent,SKU-001,150.0,3,450.0,Completed
801fdf33-a7e4-4650-8035-18c43b757e97,5aa3d1d3-6233-4d41-8cda-998f155debb3,2023-05-01,fdd8b090-7742-4c4c-b523-e6bc2edf1517,Goat's Warm Sleeping Bag,SKU-004,120.0,6,720.0,Completed
917e5d51-85fb-48f3-a17b-1d39d689c8e4,25464d8d-1813-4347-b2b0-1df255a3381f,2023-05-19,fdd8b090-7742-4c4c-b523-e6bc2edf1517,Goat's Warm Sleeping Bag,SKU-004,120.0,6,720.0,Completed
9428233f-e0bf-4999-8932-cfed24ebad42,61df780c-6950-4f29-8272-7012c28d0acb,2023-05-15,fdd8b090-7742-4c4c-b523-e6bc2edf1517,Otto's Safety Helmet,SKU-003,50.0,6,300.0,Pending
e4274c9a-2625-451f-a948-0c6c4cffdde2,ebcfe1d9-6f4f-4cd1-8608-b49b1b3d8182,2023-05-16,e9d4f3ba-5909-4c08-82cc-e5f148535bb9,Otto's Climbing Crampons,SKU-007,110.0,3,330.0,Completed
d2dd4211-2675-4861-b761-cee228104f29,679a3a5c-c825-42bc-83d4-4bc471f4d40e,2023-05-11,e9d4f3ba-5909-4c08-82cc-e5f148535bb9,Otto's Cozy Tent,SKU-001,150.0,10,1500.0,Canceled
513a8d26-c548-4073-9977-c0e1e30b3e63,fa2e8fab-6dac-439e-aaf5-3ef06154ac81,2023-05-26,e9d4f3ba-5909-4c08-82cc-e5f148535bb9,Mountain Goat Ice Axe,SKU-002,100.0,1,100.0,Completed
2f577247-6b2f-49d3-bae5-02265d29f643,1d6ff9f8-c78b-40b8-a624-8efe2508adf3,2023-05-01,e9d4f3ba-5909-4c08-82cc-e5f148535bb9,Goat's Warm Sleeping Bag,SKU-004,120.0,10,1200.0,Pending
fbbbab4f-7b77-4955-9cb8-668d1c46337e,e6c4a1af-1c91-49d1-a9e4-7d8b4ddfa6c3,2023-05-09,be55d60a-8b3d-47f3-ae49-18daf0eef4b9,Otto's Adventure Rope,SKU-005,80.0,3,240.0,Pending
d627f7af-f255-4972-a0bc-14c229b10016,53d9f4d1-2a56-470c-ac04-9cb49a9b3995,2023-05-20,31870967-281d-4cac-8cb8-349e269765e9,Otto's Climbing Crampons,SKU-007,110.0,7,770.0,Pending
165aa475-553f-482e-bf4b-493c957c3e49,2ac93c86-8018-44df-b798-4dd571a6cf26,2023-05-09,dbc77e50-1cf8-4dd7-8e8a-e2fbe943031b,Otto's Adventure Rope,SKU-005,80.0,2,160.0,Completed
7ce91815-9763-4267-9d01-3e593c0b58af,1a5f02e8-73b8-4e61-9dfd-4ae46603f1c0,2023-05-02,dbc77e50-1cf8-4dd7-8e8a-e2fbe943031b,Otto's Climbing Crampons,SKU-007,110.0,1,110.0,Canceled
24ea2197-455d-4bb6-b2bc-b46ef31faca4,c64e2315-99cc-491a-bd5a-371e03468494,2023-05-22,e58eba52-15cd-4a35-86b4-fc60dd422794,Otto's Cozy Tent,SKU-001,150.0,2,300.0,Pending
a8365c30-04bb-4198-a467-87d03f86486c,a200f405-1587-438d-a504-51c9b664be86,2023-05-21,dde6bf7a-a3b5-43ad-b954-7d56bb1377e7,Mountain Goat Ice Axe,SKU-002,100.0,3,300.0,Completed
4b99cc01-b958-49f4-9143-160026a27ede,4e7fc2ec-e53c-4ef4-abc3-52f4029f68db,2023-05-10,01aa22d5-e759-4a1e-a8a7-c5cb11b27033,Otto's Safety Helmet,SKU-003,50.0,3,150.0,Canceled
f92d62f9-bc79-4517-a2aa-1f44719df9e1,ed4b81bc-b2b6-4284-92a9-f26c966e79bc,2023-05-14,2fbef2b1-3a80-4b8e-a7e6-c58cbffbe875,Mountain Goat Ice Axe,SKU-002,100.0,3,300.0,Pending
5f756b6e-ce2d-4817-9106-984455a6b3f0,af98ca29-b29a-4c30-bf61-177c8ece1b30,2023-05-04,0bfbf9e2-5faf-4a84-835a-6093c745c31f,Goat's Warm Sleeping Bag,SKU-004,120.0,7,840.0,Pending
12208e30-8cc0-41b6-8d83-61d47b44814c,a8a0fe06-8c83-41df-869c-ed1618446dd2,2023-05-20,0bfbf9e2-5faf-4a84-835a-6093c745c31f,Mountain Goat Ice Axe,SKU-002,100.0,1,100.0,Completed
26ff46f2-8662-4f58-afab-3775b80d6d7d,4f1dffe1-716a-497d-90cc-3d2561fe3f14,2023-05-17,cd1fada1-e1dc-4111-9c43-357b0c1a0423,Otto's Cozy Tent,SKU-001,150.0,7,1050.0,Completed
4d3c987f-06dd-44d6-bcf4-bfc8cd14a55f,74dee335-0cef-4b14-82b0-ec4d043a8010,2023-05-27,cd1fada1-e1dc-4111-9c43-357b0c1a0423,Otto's Cozy Tent,SKU-001,150.0,8,1200.0,Canceled
27712fb3-a867-46f2-8b34-bf93e61958fc,f93d9b75-9e2c-4619-8716-090138952793,2023-05-29,ba5356ce-72fb-4d59-ab2d-cc25c8fa9ac5,Otto's Adventure Rope,SKU-005,80.0,4,320.0,Canceled
6563e791-2240-4b05-ab52-bfe49ec1a887,6c28310e-80a5-4ec0-8344-875cadc0fe8e,2023-05-28,ba5356ce-72fb-4d59-ab2d-cc25c8fa9ac5,Otto's Climbing Crampons,SKU-007,110.0,3,330.0,Canceled
f04c052a-c516-44c0-890f-a3badfb78717,8b4fc736-cf89-4401-9e1b-cccb3e302224,2023-05-18,fc9b19fb-830e-44d3-ae02-7a71b3f63827,Otto's Safety Helmet,SKU-003,50.0,4,200.0,Completed
9d5a767c-1861-4f26-a4fa-7dfe82fe45d9,ee44dbef-2898-4c0d-b7ad-974f4806e499,2023-05-03,81dba3a6-7a3a-4145-92c7-f6c7fd4bc519,Otto's Cozy Tent,SKU-001,150.0,2,300.0,Completed
22765207-5a32-4c19-a027-33600ba1fb3b,fde54a5f-a67e-4560-b7cb-8f9c2bfa7260,2023-05-23,21d856b0-088b-4c0b-bc95-4025b6b3730e,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Canceled
e06fd612-b832-44c1-97d1-27528d77329e,645eb1b1-c7e2-43c9-8b4b-3f3bdf3ca1cf,2023-05-17,21d856b0-088b-4c0b-bc95-4025b6b3730e,Goat's Warm Sleeping Bag,SKU-004,120.0,3,360.0,Canceled
6fdbd594-4f85-487f-9558-7eafebfc55c8,8e750572-7491-46d4-a228-39456169d113,2023-05-30,21d856b0-088b-4c0b-bc95-4025b6b3730e,Otto's Cozy Tent,SKU-001,150.0,1,150.0,Pending
b8dc3c0e-6f5d-4e58-b530-e62dc7c62ec0,f371b41d-ad88-4c80-a393-ae48649bbc8c,2023-05-05,21d856b0-088b-4c0b-bc95-4025b6b3730e,Otto's Adventure Rope,SKU-005,80.0,1,80.0,Pending
5154c5bb-f327-45b3-aa88-5af3903488f6,9994ae05-c7c0-45ca-b759-4760bc6f3e31,2023-05-26,3487b729-dd5f-498e-88c1-4cbeaf28dfd8,Otto's Safety Helmet,SKU-003,50.0,6,300.0,Pending
44825d1b-14f2-4381-9b4d-2f42547a5a97,751a080f-86b4-4e0e-9543-a8ebba522beb,2023-05-26,3487b729-dd5f-498e-88c1-4cbeaf28dfd8,Otto's Climbing Crampons,SKU-007,110.0,5,550.0,Completed
ba34cbf7-3599-4322-bf21-74df9907dc68,37398b74-88ce-46fd-b375-7e62205268b2,2023-05-01,521f58de-6b49-4bb7-aaa5-85b9db41fdc4,Mountain Goat Ice Axe,SKU-002,100.0,6,600.0,Pending
30a38d05-fc29-4f73-8c7f-49a15e90cc4b,727eca49-9868-4b5b-84b2-7b867510932f,2023-05-25,93940604-f3a4-40ff-9ff7-ee9355e0da97,Otto's Adventure Rope,SKU-005,80.0,5,400.0,Canceled
115eada9-37fc-4dac-8f49-b07cc1c4c232,45fd14cf-648a-45d4-9301-f7bdc0a9baa3,2023-05-12,93940604-f3a4-40ff-9ff7-ee9355e0da97,Goat's Secure Harness,SKU-006,90.0,6,540.0,Pending
1262a459-ef0b-4c6a-8c7c-2bc2e1aba1b6,f0b1be81-6b58-4457-8f34-c8a4a8eba57f,2023-05-02,93940604-f3a4-40ff-9ff7-ee9355e0da97,Otto's Safety Helmet,SKU-003,50.0,2,100.0,Completed
1fd16685-0670-46e2-a8b1-b4a490b9e3a1,c258c321-542d-4118-94a6-b500e05e2196,2023-05-05,93940604-f3a4-40ff-9ff7-ee9355e0da97,Otto's Climbing Crampons,SKU-007,110.0,2,220.0,Canceled
81b7d381-68a0-4c33-9c11-ab7b20c77691,45563388-f56d-4277-ae19-a21bbbb670a6,2023-05-24,c21c1276-5a47-45a2-9cc5-b57ec3e3b810,Goat's Secure Harness,SKU-006,90.0,6,540.0,Canceled
5bce1210-77b8-4dca-8709-cffe5f65bb73,655b1825-7243-42de-bf85-d6bce691771b,2023-05-22,c21c1276-5a47-45a2-9cc5-b57ec3e3b810,Otto's Climbing Crampons,SKU-007,110.0,1,110.0,Pending
7ac365a8-e96e-497f-93fb-72a9751a22ac,93c02532-32c1-4cdf-93a6-12d8f574e0f2,2023-05-03,c21c1276-5a47-45a2-9cc5-b57ec3e3b810,Goat's Warm Sleeping Bag,SKU-004,120.0,9,1080.0,Pending
e0b492dc-2773-481b-9255-17fc9a4f984e,012b4b84-8ba6-4f86-b1c9-4f4045b41101,2023-05-25,c21c1276-5a47-45a2-9cc5-b57ec3e3b810,Goat's Warm Sleeping Bag,SKU-004,120.0,2,240.0,Pending
d69d7858-bb4d-427a-811f-5cbd659c7a7c,d7a79a85-0052-4b09-9e3e-38ab0a8cce20,2023-05-28,c21c1276-5a47-45a2-9cc5-b57ec3e3b810,Otto's Safety Helmet,SKU-003,50.0,10,500.0,Canceled
8bb52793-739a-40bb-96b7-fea93e5b4805,28cdbb96-b91d-444e-a409-d16519557547,2023-05-28,e32475d3-75ba-4b17-9f3b-af45c78ba2b0,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Pending
0e836aa3-de35-48e4-bf42-dafbcc4723b8,0ad82ac7-0700-4996-88f7-af8a304b4fcb,2023-05-11,e32475d3-75ba-4b17-9f3b-af45c78ba2b0,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Canceled
6a3b222f-e8d7-4e69-9d6a-24560faf6309,34e1c3f4-2645-4db4-91dd-ede6d12f567f,2023-05-01,e32475d3-75ba-4b17-9f3b-af45c78ba2b0,Otto's Cozy Tent,SKU-001,150.0,9,1350.0,Completed
a9b691c2-97c6-4251-baa8-c6ada8d23dd2,14392324-5997-4cd5-8286-cb53a8a521d0,2023-05-03,751780a3-126f-445f-ab62-0d5c4c04891c,Goat's Warm Sleeping Bag,SKU-004,120.0,6,720.0,Pending
be0a480e-872a-45fd-8efb-b813f3b1a067,60cac762-62d7-48a4-b171-68de91500263,2023-05-01,751780a3-126f-445f-ab62-0d5c4c04891c,Goat's Warm Sleeping Bag,SKU-004,120.0,8,960.0,Completed
e32cc58d-a403-4611-af67-31ce8d5febff,170b9866-8ccc-46f6-a8c9-6f2ca2a5c67c,2023-05-27,751780a3-126f-445f-ab62-0d5c4c04891c,Otto's Cozy Tent,SKU-001,150.0,7,1050.0,Pending
c9d8828d-db96-42c2-9043-cdca1dda73dd,f8673b35-aa57-405f-b325-8ea295668648,2023-05-26,35fa0854-d1ad-42d8-b60f-dd042f4a133e,Mountain Goat Ice Axe,SKU-002,100.0,2,200.0,Completed
e462fda3-8f4c-4310-ab96-fd6718780cc0,99c04222-ce5a-4717-82c6-f1aa3f79e047,2023-05-27,35fa0854-d1ad-42d8-b60f-dd042f4a133e,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Canceled
dd38f40b-a3d7-4789-9e86-25dbebc0f198,4ce21c4e-37f7-4697-bf6d-4c400fc5db41,2023-05-09,58fb3b5f-0b49-425b-a259-cfbcc25b28f6,Otto's Adventure Rope,SKU-005,80.0,2,160.0,Canceled
d4116d22-19fd-416e-9c6a-0886899bd15b,d8d35140-7795-4b9e-8aba-01a551e3fba6,2023-05-15,58fb3b5f-0b49-425b-a259-cfbcc25b28f6,Goat's Secure Harness,SKU-006,90.0,3,270.0,Completed
27ebb2a2-8df6-4334-902a-d59ce4f3f149,2f3f3d49-bb0c-47b7-8df1-dd7ae654acf1,2023-05-04,58fb3b5f-0b49-425b-a259-cfbcc25b28f6,Goat's Warm Sleeping Bag,SKU-004,120.0,9,1080.0,Pending
d63b795d-5cc0-4596-839d-1f15a91484ff,c56acb15-83ac-47da-b5c4-bd63d01a7dd5,2023-05-21,58fb3b5f-0b49-425b-a259-cfbcc25b28f6,Goat's Warm Sleeping Bag,SKU-004,120.0,4,480.0,Completed
40079782-16cc-42e7-b37b-744544f98973,e2530eca-c309-41b1-8e48-9f67f7c64be1,2023-05-14,c8c22d68-72f4-4486-b03b-0d1f36646518,Goat's Warm Sleeping Bag,SKU-004,120.0,8,960.0,Pending
2e55f5da-fa8d-4d58-b43b-9080b7a070a4,40280116-7217-41ed-b2f2-8c1a9db55e6f,2023-05-07,c8c22d68-72f4-4486-b03b-0d1f36646518,Otto's Cozy Tent,SKU-001,150.0,5,750.0,Pending
2c329eab-82eb-4af4-af33-a7367f2e57b7,de1480e4-f78e-443d-b008-4c542aa70104,2023-05-02,c8c22d68-72f4-4486-b03b-0d1f36646518,Mountain Goat Ice Axe,SKU-002,100.0,8,800.0,Completed
d8ecddc5-6e26-4313-9aac-c2edb270081d,50b2f30d-b379-4f7c-95ec-75894434590f,2023-05-31,c8c22d68-72f4-4486-b03b-0d1f36646518,Otto's Adventure Rope,SKU-005,80.0,3,240.0,Completed
517c50dc-2ea2-44c0-a3e0-3afd905936ef,bd3f815a-8a14-480d-bb5b-266470ce99d2,2023-05-06,c8c22d68-72f4-4486-b03b-0d1f36646518,Goat's Warm Sleeping Bag,SKU-004,120.0,9,1080.0,Completed
fc5e4214-95fa-4712-bb62-817c014b44ea,2f31c51d-d44a-43a6-84bb-b506fd82edb1,2023-05-31,7f497c40-c022-4cac-9e6c-26c6e0c692e9,Otto's Cozy Tent,SKU-001,150.0,8,1200.0,Pending
65b8a7b8-e86d-49be-a360-c72631df6008,8ed37636-6bc8-4315-a840-8de5a6d4d885,2023-05-25,e968f25f-b96c-41dd-ad1e-12fffed7b4e7,Mountain Goat Ice Axe,SKU-002,100.0,10,1000.0,Canceled
678c1935-4dad-4415-bf0b-1962ec9cbc74,4f504722-af64-4473-b45a-25bcc642bbe3,2023-05-04,2df26b7f-7e01-4246-9321-044e09f3f4d7,Otto's Cozy Tent,SKU-001,150.0,1,150.0,Completed
848618fc-982b-40b4-be40-b28e27d9a7eb,e016a88d-438e-4eda-b6bd-7cbacf8f22d3,2023-05-23,085dfa9c-2502-406c-a24f-cb363fbdc23f,Goat's Secure Harness,SKU-006,90.0,8,720.0,Pending
ac97c001-856b-4613-9832-044b18251e52,6ff0345c-8a77-4338-96a5-ef916efbbed4,2023-05-31,3c297884-0b86-43c0-94f6-e1897e792893,Otto's Safety Helmet,SKU-003,50.0,5,250.0,Pending
e8101cc2-6452-4faa-a330-6740ab79c8f4,6165cec9-6a95-4bc9-968a-f3138aaeee32,2023-05-13,3c297884-0b86-43c0-94f6-e1897e792893,Goat's Warm Sleeping Bag,SKU-004,120.0,2,240.0,Canceled
05528d31-0c50-4ad7-889b-30884c582c78,a0a299ea-a97d-44bc-aecb-10e2e4dd8c73,2023-05-04,3c297884-0b86-43c0-94f6-e1897e792893,Goat's Warm Sleeping Bag,SKU-004,120.0,3,360.0,Completed
7ebc703e-fe72-4b9b-b340-1b96692533b7,56a8cd49-9b44-41d6-8581-303ebc30d78d,2023-05-19,3c297884-0b86-43c0-94f6-e1897e792893,Goat's Warm Sleeping Bag,SKU-004,120.0,6,720.0,Canceled
5f66fdef-113e-4a2d-8f73-faf66852e0fb,6dd71c67-f656-4775-b92b-5a04e626043e,2023-05-30,744465a6-8cf3-4acf-8d9d-9effed6cff3e,Goat's Secure Harness,SKU-006,90.0,10,900.0,Completed
b56b1a69-c4d9-49f1-a1e7-647229beda94,6d94d4fb-f415-4eca-aaeb-171993507f65,2023-05-08,744465a6-8cf3-4acf-8d9d-9effed6cff3e,Goat's Secure Harness,SKU-006,90.0,10,900.0,Pending
41f067be-79f1-4221-80b0-699954da5be8,6b209e45-60ac-4885-9a7a-5c99ee42007a,2023-05-31,7f52a918-c4c4-46c6-acd6-1e03ac0223b6,Otto's Cozy Tent,SKU-001,150.0,8,1200.0,Pending
c94ada30-76ee-4ad5-9511-8416f10e042e,c0cf6df6-e128-4c27-8ddc-5422b063293b,2023-05-28,7f52a918-c4c4-46c6-acd6-1e03ac0223b6,Otto's Safety Helmet,SKU-003,50.0,9,450.0,Pending
461c581d-fafc-4022-a5c1-5da7c4f5377a,862576a4-8eb3-41ef-9c40-f8c04b7b4843,2023-05-11,7f52a918-c4c4-46c6-acd6-1e03ac0223b6,Otto's Cozy Tent,SKU-001,150.0,3,450.0,Canceled
