order_id,customer_id,order_date,expedition_id,gear_type,gear_id,gear_purchase_price,order_quantity,order_amount,order_status
3c47408d-8001-4946-8073-4c3be62a3f89,25b1445b-b4c7-443f-9eb0-2c7593faeea5,2023-08-06,ec6c516f-7ba9-49f7-9871-2a377de947a9,Otto's Climbing Crampons,SKU-007,110.0,5,550.0,Pending
897e0ff0-8de1-4648-b96d-94ee2cf3719f,c926a7d1-7635-4758-b063-a8713966251c,2023-08-29,ec6c516f-7ba9-49f7-9871-2a377de947a9,Otto's Adventure Rope,SKU-005,80.0,2,160.0,Completed
9827eebf-792b-429b-8acd-c412046ea70b,ce2b2fc2-38e5-43aa-8a06-4d27863c25fc,2023-08-13,ec6c516f-7ba9-49f7-9871-2a377de947a9,Otto's Adventure Rope,SKU-005,80.0,7,560.0,Canceled
3b364019-5389-4e6a-91f7-f50f432f049b,b6db0a99-2c43-40c9-a51d-b5e3be74a8aa,2023-08-01,ec6c516f-7ba9-49f7-9871-2a377de947a9,Goat's Secure Harness,SKU-006,90.0,7,630.0,Completed
6cbfab46-374e-42c3-8dcb-58dad9229d96,51ddb7f1-9916-430e-a8fa-108a8b206fe7,2023-08-16,ec6c516f-7ba9-49f7-9871-2a377de947a9,Goat's Secure Harness,SKU-006,90.0,6,540.0,Canceled
450f88cd-82b7-4baf-9fd4-251f1bf6dcbf,87225337-a1f7-4e44-b703-a42be40845b7,2023-08-04,ec6c516f-7ba9-49f7-9871-2a377de947a9,Otto's Climbing Crampons,SKU-007,110.0,3,330.0,Completed
7cd57995-458c-4eb9-a2dc-4bd5846b3e66,911931a4-d772-4a83-bde1-2d2341678eba,2023-08-09,ec6c516f-7ba9-49f7-9871-2a377de947a9,Mountain Goat Ice Axe,SKU-002,100.0,10,1000.0,Pending
60918411-9eaa-4a16-a1d6-5096534c6bbb,1054ae08-47b9-4b63-8b76-56b273b2f27d,2023-08-28,ec6c516f-7ba9-49f7-9871-2a377de947a9,Otto's Safety Helmet,SKU-003,50.0,6,300.0,Completed
c9cfb502-7326-4030-b7dc-4e7eb689126a,95288137-c92e-4fc7-8612-5aff08177cee,2023-08-01,ec6c516f-7ba9-49f7-9871-2a377de947a9,Otto's Safety Helmet,SKU-003,50.0,6,300.0,Completed
c65b2ce0-04ac-4fa0-bf5d-94c66222968d,a11869c5-555a-4b18-aad3-9a83a9eb4763,2023-08-31,de060e8f-9911-4867-b5ed-e9e0d02ec28a,Mountain Goat Ice Axe,SKU-002,100.0,4,400.0,Pending
1b180f23-72ab-4a7c-adcb-5c70075c09f0,d929dd95-72b1-4fcc-a50f-4eae00ca2422,2023-08-29,de060e8f-9911-4867-b5ed-e9e0d02ec28a,Otto's Safety Helmet,SKU-003,50.0,9,450.0,Pending
1ad581d6-f66b-426b-b3a4-458105e7a503,96f03b9e-73c2-435c-8773-64cebe5a1be9,2023-08-03,de060e8f-9911-4867-b5ed-e9e0d02ec28a,Otto's Adventure Rope,SKU-005,80.0,8,640.0,Pending
4bc43e4d-3dff-40c7-8c9b-9b870413eae9,96af4275-53fd-4bdb-90d8-884cf21267fe,2023-08-12,de060e8f-9911-4867-b5ed-e9e0d02ec28a,Otto's Safety Helmet,SKU-003,50.0,4,200.0,Canceled
